,id,sentence1,sentence2,label,pred,TP,FP,TN,FN
675,676,"Meanwhile , Tyler joins the Alcoholics Anonymous in the hope of getting closer to Wilhelmina .","Meanwhile , Tyler joins the anonymous alcoholics in the hope of getting closer to Wilhelmina .",1,1,,,,
676,677,She has been Ambassador of Denmark to Finland since September 2013 .,Since September 2013 she has been Ambassador of Finland in Denmark .,0,0,,,,
677,678,The layout of Davey Glen Park is similar to that of Twin Pines park and other parks in Belmont .,The Belmont layout is similar to that of Twin Pines Park and other parks in Davey Glen Park .,0,0,,,,
678,679,"Ectoedemia heinrichi is a moth of the family of Nepticulidae , which is found in Virginia , Ohio and Kentucky in the United States .","Ectoedemia heinrichi is a moth of the Nepticulidae family . It is found in Kentucky , Ohio and Virginia in the United States .",1,0,,,,
680,681,"Lyndon married Mary Carr , the daughter of Edward and Hannah ( Stanton ) Carr in 1727 , and granddaughter of the governor Caleb Carr .","Mary Carr married in 1727 Caleb Carr , the daughter of Lyndon ( Stanton ) Carr , and granddaughter of Governor Edward and Hannah .",0,0,,,,
681,682,There were several competing organisations on the radical republican side of Irish politics during this period .,"During this period , there were several competing organizations on the Irish side of radical Republican politics .",0,0,,,,
682,683,"The Greenwood Union Cemetery is a graveyard in Rye and Harrison , Westchester County , New York .","The Greenwood Union Cemetery is a cemetery in Westchester County , New York and Harrison in Rye .",0,0,,,,
683,684,The province of Al - Madinah is a village in Mafraq in western Saudi - Arabia .,"Al Madinah Province is a village in Mafraq , in western Saudi Arabia .",1,0,,,,
684,685,He was closely followed the next year by a Spanish expedition led by the Portuguese explorer Estêvão Gomes .,"The following year , he was closely followed by a Portuguese expedition by the Spanish explorer Estêvão Gomes .",0,0,,,,
685,686,Theodore G. Bilbo wrote to the segregationist Mississippi Senator Byrd in December 1944 :,"In December 1944 , Theodore G. Bilbo wrote to segregationist Mississippi Senator Byrd :",1,0,,,,
687,688,"On 16 June 1948 he married Mary Kate ( born Mary Heistand Underwood ) and had three children : Scotty , Molly and Scott .","He married Mary Kate ( née Mary Heistand Underwood ) on June 16 , 1948 and had three children : Scotty , Molly and Scott .",1,0,,,,
688,689,Alex of MSN TV listed Lorna Cooper of one of Soap Opera 's `` forgotten characters '' .,Lorna Cooper of MSN TV listed Alex one of the `` forgotten characters '' of the Soap Opera .,0,0,,,,
689,690,"It was first taken by Lorraine Copeland in 1954 , followed by A. Kuschke and J .","It was first admitted in 1954 by A. Kuschke , followed by Lorraine Copeland and J .",0,0,,,,
690,691,"codice 14 contains an empty tree here , codice 15 represents a data element and codice 16 organizes the data into branches .","Here codice 14 represents an empty tree , codice 15 contains a piece of data and codice 16 organizes the data in branches .",0,0,,,,
692,693,Belhanhumei is a city in the central Somalia region of Hiran .,Belhanhumei is a town in the central Hiran region of Somalia .,0,1,,,,
693,694,The company was founded by the South African entrepreneur and industrialist Ivor Ichikowitz and is based in South Africa with its headquarters in Sandton .,"The company was founded by the South African entrepreneur and industrialist Ivor Ichikowitz and is located in Sandton , with its headquarters in South Africa .",0,0,,,,
694,695,"In November 2016 , the FSB and the BIS agreed to a further five-year extension of the agreement from January 2018 to 2023 .","In November 2016 , the BIS and the FSB board agreed to a further five-year extension of the agreement from January 2018 to 2023 .",1,0,,,,
695,696,"Types A and B were proposed in the 1970s , and the other types were proposed subsequently when the first two proved insufficient to classify ADRs .","Types A and B were proposed in the 1970 ’ s , and the first types were subsequently proposed when the other two had proved insufficient to classify ADRs .",0,0,,,,
697,698,"Stockport , Greater Manchester railway station serves Brinnington in the eastern part of Brinnington , England .","Brinnington Station serves Brinnington in the eastern part of Stockport , Greater Manchester in England .",0,0,,,,
698,699,Kumar advises you to take starts from Premji by paying large amounts of money .,Kumar starts to take advises from Premji by paying large amounts of money .,0,0,,,,
700,701,"At first he recruited the singer Nusrat Hussain from the Jupiters and then the former lead guitarist of Vital Signs , Ali Azmat , on the keyboards .","First , he recruited singer Nusrat Hussain from the Jupiters and then the former Vital Signs lead guitarist , Ali Azmat , on keyboards .",1,0,,,,
701,702,"A panicked Arthur recognizes what Adam wants and tries to escape , but is forced to touch Arthur 's hand .","Realizing what Adam wants , a panicked Arthur tries to escape , but is forced to touch Arthur 's hand .",1,0,,,,
702,703,"After their death in June 1938 , in 1940 he married Jessie , daughter of George Graham .","In 1940 , after her death in June 1938 , he married George Graham , daughter of Jessie .",0,0,,,,
703,704,"`` Timoléon '' was too far south to escape with Villeneuve and , in attempting to join the survivors , had also grounded on the shoal .","Timoléon was too far south to escape with Villeneuve , and had also stopped on the swarm in attempting to join the survivors .",1,0,,,,
704,705,"The United States Geological Survey lists Arnold Guyot , Swiss geologist , as the man for whom the mountain was named , supposedly by famous scientist Joseph Le Conte .","The United States Geological Survey lists Arnold Guyot , Swiss geologist , as the man for whom the mountain was named , supposedly by famous explorer Joseph Le Conte .",1,1,,,,
705,706,"ITSEC has been replaced largely by Common Criteria , which provides similarly defined evaluation levels and implements the objective of the evaluation concept and the security target document .","ITSEC has been largely replaced by Common Criteria , which implements similarly defined evaluation levels and provides the objective of the evaluation concept and the security target document .",0,0,,,,
706,707,Chiangmaiana qinlingensis is a moth in the Cossidae family . It is found in China ( Shaanxi ) .,Chiangmaiana qinlingensis is a moth in the Cossidae family that is found in China ( Shaanxi ) .,1,0,,,,
707,708,"The order , founded in Northlake , Illinois , has its headquarters in Nashville , Tennessee today .","Founded in Northlake , Illinois , the Order now has its headquarters in Nashville , Tennessee .",1,0,,,,
708,709,"The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died March 14 , 1998 , from Lou Gehrig 's disease .","The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died from the disease of Lou Gehrig on 14 March 1998 .",1,0,,,,
709,710,"Divorced from Thomas , former MEP , Hutton has two sons , Alasdair Hutton and Nicholas Hutton . Her hobbies include gardening and chamber music .","Hutton has two sons , Alasdair Hutton and Nicholas Hutton , who have divorced from Thomas , the former MEP , and her hobbies include gardening and chamber music .",1,0,,,,
710,711,"Syndal railway station is located on the Glen Waverley line in Victoria , Australia .","The Syndal railway station is on the Glen Waverley line in Victoria , Australia .",1,1,,,,
711,712,The clock 's mechanism was replaced in 1695 and the present works were installed in 1792 .,The clock mechanism was replaced in 1695 and the current works were installed in 1792 .,1,0,,,,
712,713,"The facility was inaugurated in October 1963 , completed on 14 May 1964 .","The facility was completed in October 1963 dedicated on May 14 , 1964 .",0,0,,,,
713,714,"After selling his house on 30 Harare drive to the Canadian Embassy he bought Bromley Farm just outside Marondera , Zimbabwe .","After selling his house to 30 Harare - drive to the Canadian embassy , he bought Bromley Farm outside Marondera , Zimbabwe .",1,0,,,,
714,715,"`` Captain '' was broken in 1739 , and eventually rolled up in 1762 .","`` Captain '' was broken in 1739 , and eventually hulked up in 1762 .",1,0,,,,
715,716,"Ganga Maya Park is about the road down , further on the Rock Garden .","Ganga Maya Park is about down the road , further from the Rock Garden .",1,0,,,,
716,717,In 1905 Giard coined the word `` poecilogonie '' ( poecilogony ) to describe a phenomenon in which dissimilar adults develop from similar larvae in marine invertebrates .,"In 1905 , Giard coined the word `` poecilogonie '' ( poecilogony ) to describe a phenomenon in which similar larvae in marine invertebrates develop unequal adults .",1,0,,,,
717,718,He was born in Shanghai and grew up there and in Hong Kong .,He was born in Hong Kong and grew up there and started in Shanghai .,0,1,,,,
718,719,"At the same time , a Neapolitan garrison would bribe it for the first man who would betray him .","At the same time , a Neapolitan garrison would bribe it to the first man , who would betray him .",1,1,,,,
719,720,"At the same time , a strange newcomer in the Great Valley has Littlefoot and his friends to help to find out exactly what he is .","At the same time , a strange newcomer to the Great Valley is Littlefoot and his friends who are trying to help find out exactly what he has .",0,0,,,,
720,721,"In May 1999 , the Patriarch Teoctist received the visit of Pope John Paul II in Romania .","In May 1999 , Pope John Paul II received a visit from the Patriarch teoctist to Romania .",0,0,,,,
721,722,The three Kurdish representatives in the negotiations with the Iranian leaders returned to Iran freely .,Three Iranian representatives in the negotiations with the Kurdish leaders returned freely to Iran .,0,0,,,,
722,723,"Written by Timbaland , it was produced by Static Major and Timothy Mosley .","It is written by Static Major and Timothy Mosley , and produced by Timbaland .",0,0,,,,
